Address,postalCode,Property type,Post town name,County area name,Region name,UPRN,Amount,Amount per week,Price actual,Price max,Price min,Number of rooms,Number of Bath,Reception,Square foot,EPC Rating,Nearby Stations,Nearby Schools,Longitude,Latitude,Council tax ,Listing URL,LODGEMENT_ID,POSTCODE,BUILDING_ID,CURRENT_ENER_RATING,POTENTIAL_ENER_RATING,CURRENT_ENER_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LAD_CD,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENV_IMP_CURR,ENV_IMP_POTENT,ENERGY_CONSUM_CURR,ENERGY_CONSUM_POTEN,CO2_EMISS_CURR,CO2_EMISS_CURR_PER_FLOOR,CO2_EMISS_POTENT,SQM_TOTAL,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,ROOMS_HABITABLE,LOW_ENERGY_LIGHTING,FIREPLACES_OPEN,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,HEAT_LOSS_CORRIDOR,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LAD_NM,POSTTOWN,CONSTRUCTION_AGE,TENURE,UPRN_SOURCE,Source Folder
"St. Johns Road, Birkby, Huddersfield HD1",HD1 5AE,flat,Huddersfield,West Yorkshire,Yorkshire and The Humber,10094116279,575,132.69,575,600,500,2,1,1,,C,"Huddersfield
0.4 miles, Lockwood
1.5 miles, Deighton
1.7 miles, Berry Brow
2.3 miles","Brambles Primary Academy
0.3 miles, Birkby Infant and Nursery School
0.3 miles, Birkby Junior School
0.3 miles, ES Independent School Kirklees
0.5 miles",-1.785782,53.654308,,https://www.zoopla.co.uk/to-rent/details/69577221/?search_identifier=7d4dc5ae36623e8517bf9c44e93521f5e010233cb4933f13dd996bb131199a0f,1.72E+33,HD1 5AE,94704678,C,C,69,77,Flat,Mid-Terrace,01/09/2018,E08000034,,43585,marketed sale,72,71,211,215,2.4,36,2.4,67,Single,2nd,double glazing installed before 2002,3,100,0,(another dwelling below),NO DATA!,,Fully double glazed,Average,Average,"Sandstone or limestone, with internal insulation",Very Good,Very Good,"Roof room(s), insulated",Good,Good,"Room heaters, electric",Very Poor,Poor,Appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,heated corridor,,N,natural,"Apartment 35 Excelsior House, 33, St. Johns Road",Kirklees,HUDDERSFIELD,England and Wales: 1900-1929,owner-occupied,Address Matched,domestic-E08000034-Kirklees
"Tennyson Avenue, Lindley, Huddersfield HD3",HD3 3ZG,town_house,Huddersfield,West Yorkshire,Yorkshire and The Humber,83242294,1450,334.62,1450,1500,1250,4,2,1,,B,"Huddersfield
2.3 miles, Lockwood
2.5 miles, Brighouse
3.2 miles, Deighton
3.3 miles","Lindley Church of England Infant School
0.5 miles, Lindley Junior School
0.5 miles, Salendine Nook High School Academy
0.7 miles, Huddersfield New College
0.8 miles",-1.833143,53.664568,,https://www.zoopla.co.uk/to-rent/details/59703962/?search_identifier=7d4dc5ae36623e8517bf9c44e93521f5e010233cb4933f13dd996bb131199a0f,1.23E+33,HD3 3ZG,4087739278,B,A,83,93,House,Semi-Detached,26/10/2014,E08000034,,41938,new dwelling,84,94,104,41,1.9,18,0.8,103,standard tariff,NO DATA!,NO DATA!,,,0,Average thermal transmittance 0.19 W/m-Â¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.27 W/m-Â¦K,Very Good,Very Good,Average thermal transmittance 0.16 W/m-Â¦K,Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,,NO DATA!,"19, Tennyson Avenue",Kirklees,HUDDERSFIELD,NO DATA!,unknown,Address Matched,domestic-E08000034-Kirklees
"Tennyson Avenue, Lindley, Huddersfield HD3",HD3 3ZG,town_house,Huddersfield,West Yorkshire,Yorkshire and The Humber,83242294,1450,334.62,1450,1500,1250,4,2,1,,B,"Huddersfield
2.3 miles, Lockwood
2.5 miles, Brighouse
3.2 miles, Deighton
3.3 miles","Lindley Church of England Infant School
0.5 miles, Lindley Junior School
0.5 miles, Salendine Nook High School Academy
0.7 miles, Huddersfield New College
0.8 miles",-1.833143,53.664568,,https://www.zoopla.co.uk/to-rent/details/59703962/?search_identifier=7d4dc5ae36623e8517bf9c44e93521f5e010233cb4933f13dd996bb131199a0f,8a634a535ad580fd48469806857977ae0d2e4c4b32f9346683600816b9256bbf,HD3 3ZG,10006529792,C,B,79,89,House,Semi-Detached,26/09/2024,E08000034,,45561,rental,78,88,141,79,2.6,25,1.5,103,Unknown,,double glazing installed during or after 2002,6,100,0,"Solid, insulated (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Very Good,Very Good,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,0,N,natural,19 Tennyson Avenue,Kirklees,HUDDERSFIELD,England and Wales: 2012 onwards,Rented (private),Energy Assessor,domestic-E08000034-Kirklees
"St James Road, Huddersfield HD1",HD1 4QA,terraced,Huddersfield,West Yorkshire,Yorkshire and The Humber,83034193,900,207.69,900,900,900,3,2,,,,"Huddersfield
0.9 miles, Lockwood
1.1 miles, Berry Brow
2.1 miles, Deighton
2.6 miles","Huddersfield Grammar School
0.4 miles, Paddock Junior Infant and Nursery School
0.5 miles, St Patrick's Catholic Primary Academy
0.5 miles, The Mount School
0.5 miles",-1.806345,53.650452,,https://www.zoopla.co.uk/to-rent/details/69554507/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tennyson Avenue, Lindley, Huddersfield HD3",HD3 3ZG,town_house,Huddersfield,West Yorkshire,Yorkshire and The Humber,83242294,1450,334.62,1450,1500,1250,4,2,1,,B,"Huddersfield
2.3 miles, Lockwood
2.5 miles, Brighouse
3.2 miles, Deighton
3.3 miles","Lindley Church of England Infant School
0.5 miles, Lindley Junior School
0.5 miles, Salendine Nook High School Academy
0.7 miles, Huddersfield New College
0.8 miles",-1.833143,53.664568,,https://www.zoopla.co.uk/to-rent/details/59703962/,1.23E+33,HD3 3ZG,4087739278,B,A,83,93,House,Semi-Detached,26/10/2014,E08000034,,41938,new dwelling,84,94,104,41,1.9,18,0.8,103,standard tariff,NO DATA!,NO DATA!,,,0,Average thermal transmittance 0.19 W/m-Â¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.27 W/m-Â¦K,Very Good,Very Good,Average thermal transmittance 0.16 W/m-Â¦K,Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,,NO DATA!,"19, Tennyson Avenue",Kirklees,HUDDERSFIELD,NO DATA!,unknown,Address Matched,domestic-E08000034-Kirklees
"Tennyson Avenue, Lindley, Huddersfield HD3",HD3 3ZG,town_house,Huddersfield,West Yorkshire,Yorkshire and The Humber,83242294,1450,334.62,1450,1500,1250,4,2,1,,B,"Huddersfield
2.3 miles, Lockwood
2.5 miles, Brighouse
3.2 miles, Deighton
3.3 miles","Lindley Church of England Infant School
0.5 miles, Lindley Junior School
0.5 miles, Salendine Nook High School Academy
0.7 miles, Huddersfield New College
0.8 miles",-1.833143,53.664568,,https://www.zoopla.co.uk/to-rent/details/59703962/,8a634a535ad580fd48469806857977ae0d2e4c4b32f9346683600816b9256bbf,HD3 3ZG,10006529792,C,B,79,89,House,Semi-Detached,26/09/2024,E08000034,,45561,rental,78,88,141,79,2.6,25,1.5,103,Unknown,,double glazing installed during or after 2002,6,100,0,"Solid, insulated (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Very Good,Very Good,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,0,N,natural,19 Tennyson Avenue,Kirklees,HUDDERSFIELD,England and Wales: 2012 onwards,Rented (private),Energy Assessor,domestic-E08000034-Kirklees
"Temple Court, Wakefield, West Yorkshire, UK WF1",WF1 5DH,flat,Wakefield,West Yorkshire,Yorkshire and The Humber,63166746,925,213.46,925,1000,900,2,2,1,,C,"Wakefield Kirkgate
0.5 miles, Sandal & Agbrigg
0.7 miles, Wakefield Westgate
1 miles, Outwood
3.1 miles","Sandal Magna Community Academy
0.5 miles, Wakefield St Marys Church of England Voluntary Aided Primary School
0.6 miles, Methodist Voluntary Controlled Junior, Infant and Nursery School: With Communication Resource
0.6 miles, St Thomas Ã  Becket Catholic Secondary School, A Voluntary Academy
0.8 miles",-1.486181,53.672493,,https://www.zoopla.co.uk/to-rent/details/69577087/,4.42E+32,WF1 5DH,6643192768,B,B,84,85,Flat,End-Terrace,19/02/2010,E08000036,,40228,new dwelling,83,84,129,123,1.4,21,1.3,65,standard tariff,ground floor,NO DATA!,,,0,Average thermal transmittance 0.21 W/m?K,Good,Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.28 W/m?K,Very Good,Very Good,(other premises above),,,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,NO DATA!,,,NO DATA!,"52, Temple Court",Wakefield,WAKEFIELD,NO DATA!,,Address Matched,domestic-E08000036-Wakefield
"Temple Court, Wakefield, West Yorkshire, UK WF1",WF1 5DH,flat,Wakefield,West Yorkshire,Yorkshire and The Humber,63166746,925,213.46,925,1000,900,2,2,1,,C,"Wakefield Kirkgate
0.5 miles, Sandal & Agbrigg
0.7 miles, Wakefield Westgate
1 miles, Outwood
3.1 miles","Sandal Magna Community Academy
0.5 miles, Wakefield St Marys Church of England Voluntary Aided Primary School
0.6 miles, Methodist Voluntary Controlled Junior, Infant and Nursery School: With Communication Resource
0.6 miles, St Thomas Ã  Becket Catholic Secondary School, A Voluntary Academy
0.8 miles",-1.486181,53.672493,,https://www.zoopla.co.uk/to-rent/details/69577087/,4.42E+32,WF1 5DH,6643192768,C,C,80,80,Flat,Mid-Terrace,11/03/2019,E08000036,,43535,rental (private),82,82,128,128,1.3,23,1.3,60,Unknown,Ground,double glazing installed during or after 2002,3,86,0,"Solid, insulated (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Very Good,Very Good,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,unheated corridor,,N,natural,"52, Temple Court",Wakefield,WAKEFIELD,England and Wales: 2007 onwards,rental (private),Address Matched,domestic-E08000036-Wakefield
"Moorhouse Road, Hull HU5",HU5 5PJ,terraced,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21066624,675,155.77,675,700,600,2,1,,,C,"Cottingham
1.7 miles, Hull
2.9 miles, Hessle
3 miles, Barrow Haven
4.3 miles","Wold Academy
0.1 miles, Ainthorpe Primary School
0.5 miles, Priory Primary School
0.7 miles, Acre Heads Primary School
0.7 miles",-0.414544,53.75727,,https://www.zoopla.co.uk/to-rent/details/69576881/,5386cdba8023df09f8a96224fe39209a15a159a1964b6c6b65b59e25ae874e67,HU5 5PJ,10000456001,C,B,69,88,House,Mid-Terrace,03/02/2021,E06000010,,44231,marketed sale,68,88,231,72,2.4,41,0.8,59,off-peak 7 hour,,"double glazing, unknown install date",3,80,0,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,,0,N,natural,"277 MOORHOUSE ROAD, KINGSTON UPON HULL","Kingston upon Hull, City of",KINGSTON UPON HULL,England and Wales: 1930-1949,Owner-occupied,Energy Assessor,domestic-E06000010-Kingston-upon-Hull-City-of
"Daubney Street, Cleethorpes DN35",DN35 7PE,terraced,Cleethorpes,North East Lincolnshire,Yorkshire and The Humber,11032715,750,173.08,750,800,700,3,1,2,,D,"New Clee
0.6 miles, Grimsby Docks
1 miles, Cleethorpes
1.2 miles, Grimsby Town
1.2 miles","William Barcroft Junior School
0.3 miles, Queen Mary Avenue Infant School
0.3 miles, Weelsby Academy
0.4 miles, Elliston Primary Academy
0.5 miles",-0.057077,53.56596,A,https://www.zoopla.co.uk/to-rent/details/64142707/,dc4d3a8d086cbbeace42d1a42d966c345aeb38856ce933198e2bef70eaa9a2c8,DN35 7PE,10003427061,D,B,65,87,House,Mid-Terrace,20/10/2022,E06000012,,44854,marketed sale,61,85,258,90,3.8,45,1.4,83,Single,,double glazing installed before 2002,5,50,0,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,,0,N,natural,218 Daubney Street,North East Lincolnshire,CLEETHORPES,England and Wales: 1900-1929,Owner-occupied,Energy Assessor,domestic-E06000012-North-East-Lincolnshire
"Mary Street, Sheffield S1",S1 4RW,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,10090615903,529,122,529,600,500,2,1,1,,E,"Sheffield
0.4 miles, Darnall
2.4 miles, Meadowhall
3.7 miles, Dore & Totley
3.8 miles","UTC Sheffield City Centre
0.08 miles, The Sheffield College
0.3 miles, Seven Hills School
0.4 miles, All Saints' Catholic High School
0.5 miles",-1.468347,53.374046,,https://www.zoopla.co.uk/to-rent/details/69576795/,1.18E+33,S1 4RW,576885278,E,D,53,64,Flat,Mid-Terrace,21/07/2014,E08000019,,41841,rental (private),57,67,347,265,3.1,61,2.3,50,Unknown,2nd,not defined,3,0,0,(other premises below),,,Single glazed,Very Poor,Very Poor,"Solid brick, with internal insulation",Very Good,Very Good,"Pitched, insulated (assumed)",Good,Good,Electric ceiling heating,Very Poor,Very Poor,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,unheated corridor,0,,natural,"Apartment 2, 106, Mary Street",Sheffield,SHEFFIELD,England and Wales: 2007 onwards,rental (private),Address Matched,domestic-E08000019-Sheffield
"Mary Street, Sheffield S1",S1 4RW,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,10090615903,529,122,529,600,500,2,1,1,,E,"Sheffield
0.4 miles, Darnall
2.4 miles, Meadowhall
3.7 miles, Dore & Totley
3.8 miles","UTC Sheffield City Centre
0.08 miles, The Sheffield College
0.3 miles, Seven Hills School
0.4 miles, All Saints' Catholic High School
0.5 miles",-1.468347,53.374046,,https://www.zoopla.co.uk/to-rent/details/69576795/,23a61f6bc8b9bd583339fe12e1433694e1e3771cffab734d16aa99c9459c2105,S1 4RW,10006472393,E,E,39,52,Flat,Mid-Terrace,14/08/2024,E08000019,,45523,rental,40,51,496,381,5.2,84,4,62,Unknown,2,not defined,3,100,0,(another dwelling below),,,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Air source heat pump, warm air, electric",Average,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,heated corridor,0,N,natural,"Apartment 2, 106 Mary Street",Sheffield,SHEFFIELD,England and Wales: 1900-1929,Rented (private),Energy Assessor,domestic-E08000019-Sheffield
"Castle Street, Grimsby DN32",DN32 7LB,end_terrace,Grimsby,North East Lincolnshire,Yorkshire and The Humber,11053443,650,150,650,700,600,2,2,1,,E,"New Clee
0.5 miles, Grimsby Docks
0.8 miles, Grimsby Town
1.1 miles, Cleethorpes
1.3 miles","Weelsby Academy
0.3 miles, William Barcroft Junior School
0.4 miles, Queen Mary Avenue Infant School
0.4 miles, Saint Mary's Catholic Voluntary Academy
0.4 miles",-0.060084,53.567192,A,https://www.zoopla.co.uk/to-rent/details/62044855/,5742da18d15748e936dbdff6c611bd6ce0b9c91e6690f955a407fc2bf80123f4,DN32 7LB,10002132526,E,B,53,87,House,End-Terrace,12/02/2022,E06000012,,44606,marketed sale,50,89,393,75,3.8,69,0.8,55,Single,,double glazing installed during or after 2002,4,0,0,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,,0,N,natural,147 Castle Street,North East Lincolnshire,GRIMSBY,England and Wales: 1976-1982,Owner-occupied,Energy Assessor,domestic-E06000012-North-East-Lincolnshire
"Apartment 1, 127A Balby Road, Doncaster DN4",DN4 0RE,flat,Doncaster,South Yorkshire,Yorkshire and The Humber,10095782975,498,115,498,500,400,1,1,1,258,B,"Doncaster
0.8 miles, Bentley (South Yorkshire)
2.3 miles, Conisbrough
4 miles, Adwick
4.6 miles","Balby Central Primary Academy
0.2 miles, St Francis Xavier Catholic Primary School
0.3 miles, Hexthorpe Primary School
0.5 miles, Atlas Academy
0.6 miles",-1.14468,53.5102,A,https://www.zoopla.co.uk/to-rent/details/67788816/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Towchester Drive, Castleford WF10",WF10 5ZG,detached,Castleford,West Yorkshire,Yorkshire and The Humber,63204804,1600,369.23,1600,1750,1500,4,2,1,,B,"Castleford
0.7 miles, Glasshoughton
1.1 miles, Pontefract Tanshelf
2.5 miles, Normanton
2.6 miles","Ackton Pastures Primary Academy
0.3 miles, Half Acres Primary Academy
0.4 miles, Castleford Three Lane Ends Academy
0.7 miles, Smawthorne Henry Moore Primary School, Castleford
0.7 miles",-1.366745281,53.71647516,,https://www.zoopla.co.uk/to-rent/details/69524809/,b27539176c280f06359c3656227c7dc64561b7957e5a58680d35291bd5d8bf76,WF10 5ZG,10003289138,B,A,84,93,House,Detached,26/07/2022,E08000036,,44768,new dwelling,85,94,85,33,1.8,15,0.7,121,standard tariff,,,,100,0,Average thermal transmittance 0.16 W/m-Â¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.24 W/m-Â¦K,Very Good,Very Good,Average thermal transmittance 0.12 W/m-Â¦K,Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,,,,6 Towchester Drive,Wakefield,CASTLEFORD,2020,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,Energy Assessor,domestic-E08000036-Wakefield
"Queen Street, Leeds LS1",LS1 2FH,studio,Leeds,West Yorkshire,Yorkshire and The Humber,72744105,835,192.69,835,900,800,1,,,,D,"Leeds
0.4 miles, Burley Park
1.4 miles, Headingley
2.1 miles, Cottingley
2.5 miles","Luminate Education Group
0.2 miles, Leeds Mathematics School
0.4 miles, Rosebank Primary School
0.6 miles, Blenheim Primary School
0.7 miles",-1.554388,53.798372,,https://www.zoopla.co.uk/to-rent/details/66404532/,1.36E+33,LS1 2FH,9430988378,D,D,62,62,Flat,NO DATA!,08/09/2015,E08000035,,42263,new dwelling,66,66,409,409,1.8,69,1.8,26,standard tariff,ground floor,NO DATA!,,,0,Average thermal transmittance 0.23 W/m-Â¦K,Good,Good,Fully double glazed,Average,Average,Average thermal transmittance 0.37 W/m-Â¦K,Good,Good,(other premises above),,,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,,NO DATA!,"13 Q2 Residence, 25, Queen Street",Leeds,LEEDS,NO DATA!,unknown,Address Matched,domestic-E08000035-Leeds
"Butts Court, Leeds LS1",LS1 5JS,flat,Leeds,West Yorkshire,Yorkshire and The Humber,72810246,1530,353.08,1530,1750,1500,1,1,,,,"Leeds
0.3 miles, Burley Park
1.6 miles, Headingley
2.4 miles, Cottingley
2.7 miles","Leeds Mathematics School
0.04 miles, Leeds College of Building
0.5 miles, Luminate Education Group
0.6 miles, Blenheim Primary School
0.6 miles",-1.545805,53.798807,,https://www.zoopla.co.uk/to-rent/details/66713671/,e40230ed6764003417ac29ca4ee5fe6ce3766d642c6be56a502adfef4d3824cc,LS1 5JS,10005810876,B,B,82,82,Flat,Mid-Terrace,06/03/2024,E08000035,,45357,marketed sale,87,87,103,103,1,18,1,55,standard tariff,2,,,100,0,(other premises below),,,Full secondary glazing,Average,Average,Average thermal transmittance 0.24 W/m-Â¦K,Very Good,Very Good,(other premises above),,,Community scheme,Good,Good,"Charging system linked to use of community heating, TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,,,,"Flat 202, Butts Court",Leeds,Leeds,2024,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,Address Matched,domestic-E08000035-Leeds
"48 High Street, Silkstone, Barnsley S75",S75 4JP,flat,Barnsley,South Yorkshire,Yorkshire and The Humber,1.00E+11,500,115.38,500,500,500,1,,,,D,"Silkstone Common
0.8 miles, Dodworth
1.3 miles, Penistone
2.8 miles, Darton
3.2 miles","Silkstone Primary School
0.1 miles, Silkstone Common Junior and Infant School
0.9 miles, Cawthorne Church of England Voluntary Controlled Primary School
1 miles, Dodworth St John the Baptist CofE Primary Academy
2 miles",-1.563453,53.546169,,https://www.zoopla.co.uk/to-rent/details/35834299/,1.73E+33,S75 4JP,7793135678,D,C,65,75,Flat,End-Terrace,27/06/2019,E08000016,,43643,rental (private),67,82,366,205,1.8,67,1,27,dual,1st,"double glazing, unknown install date",2,67,1,(another dwelling below),NO DATA!,,Partial double glazing,Poor,Poor,"Sandstone or limestone, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,no corridor,,N,natural,"48 High Street, Silkstone",Barnsley,BARNSLEY,England and Wales: 1900-1929,rental (private),Address Matched,domestic-E08000016-Barnsley
"Tong Street, East Bierley, Bradford BD4",BD4 9QY,,Bradford,West Yorkshire,Yorkshire and The Humber,10010572831,725,167.31,725,800,700,2,,,,,"Low Moor
2.1 miles, Bradford Interchange
2.2 miles, Bradford Forster Square
2.5 miles, New Pudsey
2.8 miles","St Columba's Catholic Primary School, a Voluntary Academy
0.3 miles, St John's CofE Primary School
0.3 miles, Knowleswood Primary School
0.5 miles, Ryecroft Primary Academy
0.5 miles",-1.713181,53.768684,,https://www.zoopla.co.uk/to-rent/details/69575381/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portland Court, Sheffield S10",S10 3HD,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,1.00E+11,900,207.69,900,900,900,1,1,,,C,"Sheffield
2.7 miles, Dore & Totley
3.3 miles, Darnall
4.8 miles, Meadowhall
5.5 miles","Tapton School
0.3 miles, Notre Dame High School
0.4 miles, Lydgate Junior School
0.5 miles, St Marie's School, A Catholic Voluntary Academy
0.5 miles",-1.526761,53.374429,,https://www.zoopla.co.uk/to-rent/details/66534918/,8.76E+31,S10 3HD,5059565468,E,D,51,64,Flat,Enclosed End-Terrace,23/10/2009,E08000019,,40109,rental (private),45,58,429,313,4.8,72,3.5,67.2,Single,2nd,double glazing installed before 2002,2,0,0,(other premises below),,,Some double glazing,Very Poor,Very Poor,"Timber frame, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,unheated corridor,0,N,natural,"Flat 6, Portland Court, 11, Whitworth Road",Sheffield,SHEFFIELD,,rental (private),Address Matched,domestic-E08000019-Sheffield
"Portland Court, Sheffield S10",S10 3HD,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,1.00E+11,900,207.69,900,900,900,1,1,,,C,"Sheffield
2.7 miles, Dore & Totley
3.3 miles, Darnall
4.8 miles, Meadowhall
5.5 miles","Tapton School
0.3 miles, Notre Dame High School
0.4 miles, Lydgate Junior School
0.5 miles, St Marie's School, A Catholic Voluntary Academy
0.5 miles",-1.526761,53.374429,,https://www.zoopla.co.uk/to-rent/details/66534918/,e86c41b0d325b2bcc3e0a20bda9a923566f4e0379ef8d50c0f3ce771c7610c85,S10 3HD,10003125418,C,C,70,79,Flat,End-Terrace,12/09/2022,E08000019,,44816,rental,70,82,230,141,2.4,40,1.5,60,Unknown,3,double glazing installed during or after 2002,2,29,1,(another dwelling below),,,Fully double glazed,Good,Good,"Granite or whinstone, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 29% of fixed outlets,Average,Average,unheated corridor,0,N,natural,"Flat 6, Portland Court, 11 Whitworth Road",Sheffield,SHEFFIELD,England and Wales: 1900-1929,Rented (private),Energy Assessor,domestic-E08000019-Sheffield
"Halifax Road, Brighouse HD6",HD6 2PB,end_terrace,Brighouse,West Yorkshire,Yorkshire and The Humber,1.00E+11,725,167.31,725,800,700,2,,,,E,"Brighouse
1.5 miles, Halifax
2.1 miles, Low Moor
3.2 miles, Deighton
3.8 miles","Trinity Academy St Chad's
0.1 miles, St Joseph's Catholic Primary Academy
0.3 miles, Brighouse High School
0.3 miles, Cliffe Hill Community Primary School
0.7 miles",-1.802806,53.714972,,https://www.zoopla.co.uk/to-rent/details/67890842/,1.08E+33,HD6 2PB,1450188178,E,B,46,85,House,End-Terrace,14/11/2019,E08000033,,43783,rental (private),41,84,503,119,4.3,89,1.1,49,Single,NODATA!,"double glazing, unknown install date",3,75,0,"To unheated space, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Sandstone or limestone, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"262, Halifax Road",Calderdale,BRIGHOUSE,England and Wales: 1900-1929,rental (private),Address Matched,domestic-E08000033-Calderdale
